,survey_timestamp,recommend_rating,what_motivated,what_helpful,what_change,how_often,how_often_other,days_week,times_day,future_topics,referral_source,host_name,session_date,session_name,record_id,response_id,session_id,as often as offered,every month,every six months,every three months,every two months,not interested,often_other,Mon,Tue,Wed,Thu,Fri,Sat,Sun,afternoon,evening,lunch,morning,cobalt,email,friend/colleague,hr,limeaid,referral_other,pm report,poster/flyer,wellfocused,resp_concat_text,resp_concat_text_wc
71,2023-10-10 12:04:00,10.0,improve communication at home and at work,thought it was interesting to add mindfulness and grounding at the start of the meeting. more meeting should start that way ;0),"a bit more time, it did feel a bit rushed attempting to get all the information to the participants. perhaps a handout before but better after the meeting to help us recall the information.",every two months,,"thursday,,friday","lunch,,evening","mindfulness, stress management.",pm report,erica,2023-10-09,improving our relationships,71,2,9,False,False,False,False,True,False,False,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,"improve communication at home and at work thought it was interesting to add mindfulness and grounding at the start of the meeting. more meeting should start that way ;0) a bit more time, it did feel a bit rushed attempting to get all the information to the participants. perhaps a handout before but better after the meeting to help us recall the information. mindfulness, stress management.",66
72,2023-10-10 12:04:00,7.0,i wanted to learn about relationship advice,knowing how to respond to the actions of others and reflecting on how they affect me,nothing,every month,,"monday,,tuesday,,wednesday,,thursday,,friday","lunch,,afternoon",nothing specific,"wellfocused, limeaid",erica,2023-10-09,improving our relationships,72,3,9,False,True,False,False,False,False,False,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,i wanted to learn about relationship advice knowing how to respond to the actions of others and reflecting on how they affect me nothing nothing specific,26
73,2023-10-10 12:27:00,9.0,finding ways to connect with others after death of my husband.iwth,workable strategies for improving relationships.,,every month,,"monday,,wednesday","lunch,,afternoon",handling grief; connecting with other people,"pm report, wellfocused",erica,2023-10-09,improving our relationships,73,4,9,False,True,False,False,False,False,False,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,finding ways to connect with others after death of my husband.iwth workable strategies for improving relationships.  handling grief; connecting with other people,22
74,2023-10-10 13:06:00,,life's anxieties,nice pointers to apply,nothing,every two months,,"monday,,tuesday,,wednesday,,thursday","lunch,,afternoon",not sure,pm report,erica,2023-10-09,improving our relationships,74,5,9,False,False,False,False,True,False,False,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,life's anxieties nice pointers to apply nothing not sure,9
75,2023-10-10 13:23:00,10.0,to help me communicate better.,start with curiosity and understanding. to demonstrate how we want to communicate.,no recommendations.,every month,,"tuesday,,wednesday,,thursday,,friday",lunch,no recommendations at this time.,"wellfocused, limeaid",erica,2023-10-09,improving our relationships,75,6,9,False,True,False,False,False,False,False,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,to help me communicate better. start with curiosity and understanding. to demonstrate how we want to communicate. no recommendations. no recommendations at this time.,24
76,2023-10-10 13:50:00,9.0,topic,strategies,,every month,,"monday,,tuesday,,wednesday,,friday","morning,,,lunch,,afternoon",,"pm report, wellfocused",erica,2023-10-09,improving our relationships,76,7,9,False,True,False,False,False,False,False,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,topic strategies,2
77,2023-10-10 16:34:00,4.0,the topic interested me.,,,every two months,,"monday,,tuesday,,wednesday,,thursday","morning,,afternoon",,pm report,erica,2023-10-09,improving our relationships,77,8,9,False,False,False,False,True,False,False,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,the topic interested me.,4
78,2023-10-10 18:11:00,7.0,i know there are always opportunities to improve communication and emotional intelligence,,,every two months,,tuesday,lunch,,wellfocused,erica,2023-10-09,improving our relationships,78,9,9,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,i know there are always opportunities to improve communication and emotional intelligence,12
79,2023-10-11 08:49:00,9.0,want to improve my communication and manage emotions,tools to help me pause before reacting,add handout or cheat sheet as reminders,every month,,"monday,,wednesday,,thursday,,friday","lunch,,afternoon",,pm report,erica,2023-10-09,improving our relationships,79,10,9,False,True,False,False,False,False,False,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,want to improve my communication and manage emotions tools to help me pause before reacting add handout or cheat sheet as reminders,22
80,2023-10-11 10:40:00,10.0,looking for new approaches,"very clear, succinct, excellent advice","i think instead of asking us to write down thoughts in session, i'd provide journalling prompts and ask us to photograph them for later. there isn't time to really process the questions in such a short format, it pulls us away from the excellent content.",every month,,"monday,,wednesday,,friday","morning,,lunch","relationships, how to be friends with coworkers, boundaries, skillful communication of emotional state, self-regulation techniques while under duress, interpersonal skills, etiquette/manners and the reason for them, empathy, compassion, compassion fatigue, burn-out, self-care at work.",pm report,erica,2023-10-09,improving our relationships,80,11,9,False,True,False,False,False,False,False,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,"looking for new approaches very clear, succinct, excellent advice i think instead of asking us to write down thoughts in session, i'd provide journalling prompts and ask us to photograph them for later. there isn't time to really process the questions in such a short format, it pulls us away from the excellent content. relationships, how to be friends with coworkers, boundaries, skillful communication of emotional state, self-regulation techniques while under duress, interpersonal skills, etiquette/manners and the reason for them, empathy, compassion, compassion fatigue, burn-out, self-care at work.",88
81,2023-10-12 09:59:00,9.0,topic seemed relevant and i know the provider and wanted to hear her share!,immediately applicable suggestions and interactive time to try them in group,,every two months,,"monday,,tuesday,,friday","morning,,lunch,,afternooon",,"pm report, limeaid",erica,2023-10-09,improving our relationships,81,12,9,False,False,False,False,True,False,False,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,topic seemed relevant and i know the provider and wanted to hear her share! immediately applicable suggestions and interactive time to try them in group,25
82,2023-10-18 11:32:00,10.0,to obtain tips to minimize stress,i did gain some tools to minimize stress,,every month,,wednesday,evening,how to minimize stress,wellfocused,erica,2023-10-17,balancing work and family_,82,0,10,False,True,False,False,False,False,False,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,to obtain tips to minimize stress i did gain some tools to minimize stress  how to minimize stress,18
83,2023-10-18 11:36:00,6.0,interest in work-life balance,examples of how to use prioritization skills,less basic concepts,every month,,"monday,,wednesday,,friday",afternoon,"how to navigate office relationships, talk with boss about problems, cope with work anxiety, etc",pm report,erica,2023-10-17,balancing work and family_,83,1,10,False,True,False,False,False,False,False,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"interest in work-life balance examples of how to use prioritization skills less basic concepts how to navigate office relationships, talk with boss about problems, cope with work anxiety, etc",29
84,2023-10-18 11:37:00,5.0,curiosity,,the timing is very stressful. i usually work through the lunch time.,other,only if it is of interest to me,thursday,afternoon,,limeaid,erica,2023-10-17,balancing work and family_,84,2,10,False,False,False,False,False,False,True,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,curiosity  the timing is very stressful. i usually work through the lunch time.,13
85,2023-10-18 11:39:00,8.0,overwhelmed trying to balance home and work as a single mom of 2 girls in elementary school and 1 with multiple health issues.,to write down my expectations in career and home and delegate activities in both,,every month,,tuesday,afternoon,,"pm report, wellfocused",erica,2023-10-17,balancing work and family_,85,3,10,False,True,False,False,False,False,False,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,overwhelmed trying to balance home and work as a single mom of 2 girls in elementary school and 1 with multiple health issues. to write down my expectations in career and home and delegate activities in both,37
86,2023-10-18 11:45:00,9.0,topic and recent events going on in my work/personal life,seeing that i am not alone in the struggle to maintain a balance,,every month,,"monday,,tuesday,,wednesday,,friday","morning,,lunch,,afternoon",,"pm report, wellfocused",erica,2023-10-17,balancing work and family_,86,4,10,False,True,False,False,False,False,False,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,topic and recent events going on in my work/personal life seeing that i am not alone in the struggle to maintain a balance,23
87,2023-10-18 11:46:00,10.0,topic of interest,prioritizing,nothing,every month,,"tuesday,,thursday",lunch,,pm report,erica,2023-10-17,balancing work and family_,87,5,10,False,True,False,False,False,False,False,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,topic of interest prioritizing nothing,5
88,2023-10-18 11:46:00,6.0,,,,every three months,,monday,lunch,,wellfocused,erica,2023-10-17,balancing work and family_,88,6,10,False,False,False,True,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,0
89,2023-10-18 11:47:00,9.0,working on work family balance this year,all advice given,nothing,every month,,"monday,,friday","lunch,,afternoon",,"pm report, wellfocused, limeaid",erica,2023-10-17,balancing work and family_,89,7,10,False,True,False,False,False,False,False,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,working on work family balance this year all advice given nothing,11
90,2023-10-18 11:48:00,9.0,personal education,all information,no recommendations,every month,,"tuesday,,wednesday,,thursday,,friday","lunch,,afternoon",no recommendations at this time.,wellfocused,erica,2023-10-17,balancing work and family_,90,8,10,False,True,False,False,False,False,False,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,personal education all information no recommendations no recommendations at this time.,11
91,2023-10-18 11:53:00,10.0,topic applicable to life status,,"more time alloted to questions at end, slides attached at the beginning of meeting",every month,,,,,pm report,erica,2023-10-17,balancing work and family_,91,9,10,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"topic applicable to life status  more time alloted to questions at end, slides attached at the beginning of meeting",19
92,2023-10-18 12:05:00,10.0,hearing from an expert on the topic,"reflections, specific & actionable recommendations",,every two months,,"tuesday,,wednesday,,thursday,,friday",lunch,,"pm report, wellfocused",erica,2023-10-17,balancing work and family_,92,10,10,False,False,False,False,True,False,False,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,"hearing from an expert on the topic reflections, specific & actionable recommendations",12
93,2023-10-18 12:31:00,5.0,need help learning how to balance work and family,everything,nothing,every month,,"thursday,,friday","morning,,lunch",,wellfocused,erica,2023-10-17,balancing work and family_,93,11,10,False,True,False,False,False,False,False,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,need help learning how to balance work and family everything nothing,11
94,2023-10-19 08:05:00,8.0,life,knowing it is okay to say no. lol,noting at this time.,every month,,friday,lunch,,wellfocused,erica,2023-10-17,balancing work and family_,94,12,10,False,True,False,False,False,False,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,life knowing it is okay to say no. lol noting at this time.,13
95,2023-10-19 09:35:00,5.0,self care needs,,,every month,,wednesday,evening,,"pm report, wellfocused, limeaid",erica,2023-10-17,balancing work and family_,95,13,10,False,True,False,False,False,False,False,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,self care needs,3
96,2023-10-19 10:10:00,8.0,juggling a lot right now,the questions we had to ask ourselves,,every month,,wednesday,lunch,saving money while raising a family,wellfocused,erica,2023-10-17,balancing work and family_,96,14,10,False,True,False,False,False,False,False,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,juggling a lot right now the questions we had to ask ourselves  saving money while raising a family,18
97,2023-10-25 09:04:00,5.0,,,,every month,,,,,"wellfocused, limeaid, postcard/flyer",erica,2023-10-24,strategies for emotion regulation,97,0,11,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,0
98,2023-10-25 09:05:00,6.0,yes,yes,none,not interested,,friday,lunch,,wellfocused,erica,2023-10-24,strategies for emotion regulation,98,1,11,False,False,False,False,False,True,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,yes yes none,3
99,2023-10-25 09:07:00,10.0,learn more on the topic,specific strategies in managing emotions and learning about reactions to stressors,nothing it was very effective,every month,,"tuesday,,thursday,,friday","morning,,lunch,,afternoon",,wellfocused,erica,2023-10-24,strategies for emotion regulation,99,2,11,False,True,False,False,False,False,False,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,learn more on the topic specific strategies in managing emotions and learning about reactions to stressors nothing it was very effective,21
100,2023-10-25 09:13:00,5.0,interest,limeadeone app,nothing,every month,,wednesday,afternoon,,email,erica,2023-10-24,strategies for emotion regulation,100,3,11,False,True,False,False,False,False,False,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,interest limeadeone app nothing,4
101,2023-10-25 09:20:00,10.0,it is an area that i want to improve in,the easy-to-do tips,allot more time for it,every month,,"tuesday,,thursday,,friday","lunch,,evening",how to be more articulate,wellfocused,erica,2023-10-24,strategies for emotion regulation,101,4,11,False,True,False,False,False,False,False,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,it is an area that i want to improve in the easy-to-do tips allot more time for it how to be more articulate,23
102,2023-10-25 09:20:00,10.0,i constantly worried about everything around me.,smoothing my emotions and stop strategy,all was excellent,every month,,"wednesday,,friday",lunch,"everything about controlling negative emotions, anxiety.",pm report,erica,2023-10-24,strategies for emotion regulation,102,5,11,False,True,False,False,False,False,False,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"i constantly worried about everything around me. smoothing my emotions and stop strategy all was excellent everything about controlling negative emotions, anxiety.",22
103,2023-10-25 09:21:00,10.0,personal improvement,recognizing one's emotions in the moment.,no recommendations.,every month,,"tuesdsay,,wednesday,,thursday,,friday","lunch,,afternoon",setting boundaries.,wellfocused,erica,2023-10-24,strategies for emotion regulation,103,6,11,False,True,False,False,False,False,False,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,personal improvement recognizing one's emotions in the moment. no recommendations. setting boundaries.,12
104,2023-10-25 09:32:00,5.0,interest in session education,"all applicable information, very helpful",,every month,,"tuesday,,wednesday","afternoon,,evening","working through traumatic relapses/anxiety/panic attacks, etc.","qr poster in hup, wellfocused calendar",erica,2023-10-24,strategies for emotion regulation,104,7,11,False,True,False,False,False,False,False,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,"interest in session education all applicable information, very helpful  working through traumatic relapses/anxiety/panic attacks, etc.",15
105,2023-10-25 09:33:00,8.0,topic,stop,a recording,every two months,,"tuesday,,thursday",lunch,,pm report,erica,2023-10-24,strategies for emotion regulation,105,8,11,False,False,False,False,True,False,False,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,topic stop a recording,4
106,2023-10-25 09:37:00,8.0,dreading winter patient population,strategies for in the moment and overall,nothing,every month,,wednesday,afternoon,"working after ptsd, staying grounded and productive","pm report, wellfocused",erica,2023-10-24,strategies for emotion regulation,106,9,11,False,True,False,False,False,False,False,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,"dreading winter patient population strategies for in the moment and overall nothing working after ptsd, staying grounded and productive",19
107,2023-10-25 10:19:00,10.0,i thought oit wpuld be very helpful to me during these difficult times.,stop method,nothing,every month,,tuesday,lunch,,wellfocused,erica,2023-10-24,strategies for emotion regulation,107,10,11,False,True,False,False,False,False,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,i thought oit wpuld be very helpful to me during these difficult times. stop method nothing,16
108,2023-10-25 10:22:00,8.0,"managing emotions, especially when stressed can be challenging.",some of the strategies discussed.,,every two months,,friday,lunch,,wellfocused,erica,2023-10-24,strategies for emotion regulation,108,11,11,False,False,False,False,True,False,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"managing emotions, especially when stressed can be challenging. some of the strategies discussed.",13
109,2023-10-25 10:52:00,10.0,dealing with teenage emotions,all,nothing,every month,,"monday,,tuesday,,wednesday,,thursday,,friday",lunch,supporting children to transition from college to real worldd,"pm report, wellfocused, limeaid",erica,2023-10-24,strategies for emotion regulation,109,12,11,False,True,False,False,False,False,False,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,dealing with teenage emotions all nothing supporting children to transition from college to real worldd,15
110,2023-10-25 12:10:00,10.0,interest in topic,explanations and suggestions to deal with emotions,nothing,every month,,"monday,,tuesday,,wednesday,,friday","morning,,lunch,,afternoon",anxiety,limeaid,erica,2023-10-24,strategies for emotion regulation,110,13,11,False,True,False,False,False,False,False,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,interest in topic explanations and suggestions to deal with emotions nothing anxiety,12
111,2023-10-26 05:43:00,8.0,i'm going through alot and am trying to find ways to deal,the tools we could use to kind of center ourselves were helpful,i would make it a little longer if possible.,every month,,"tuesday,,wednesday",lunch,how to make time for yourself without feeling guilty about doing so.,limeaid,erica,2023-10-24,strategies for emotion regulation,111,14,11,False,True,False,False,False,False,False,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,i'm going through alot and am trying to find ways to deal the tools we could use to kind of center ourselves were helpful i would make it a little longer if possible. how to make time for yourself without feeling guilty about doing so.,45
112,2023-10-31 09:02:00,10.0,self improvement,the journaling,,every month,,monday,lunch,mindfulness,pm report,erica,2023-10-30,discovering a positive relationship with yourself,112,0,12,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,self improvement the journaling  mindfulness,5
113,2023-10-31 09:02:00,5.0,interesting topic; sometimes harder on self,not alot,"maybe more time, to provide more substance",other,,thursday,lunch,,pm report,erica,2023-10-30,discovering a positive relationship with yourself,113,1,12,False,False,False,False,False,False,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"interesting topic; sometimes harder on self not alot maybe more time, to provide more substance",15
114,2023-10-31 09:04:00,9.0,topic and timing,,,every month,,"monday,,tuesday,,wednesday,,friday","morning,,lunch,,afternoon",,"pm report, wellfocused",erica,2023-10-30,discovering a positive relationship with yourself,114,2,12,False,True,False,False,False,False,False,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,topic and timing,3
115,2023-10-31 09:06:00,8.0,i was interested if i would be able to apply anything to my life.,,i would not change anything.,every month,,"all,days","morning,,lunch",,wellfocused,erica,2023-10-30,discovering a positive relationship with yourself,115,3,12,False,True,False,False,False,False,False,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,i was interested if i would be able to apply anything to my life.  i would not change anything.,19
116,2023-10-31 09:07:00,7.0,"depression, self-hatred",things to do to improve my thoughts of myself,,every month,,"monday,,wednesday",afternoon,settings boundaries and self-care as a single parent,"pm report, wellfocused",erica,2023-10-30,discovering a positive relationship with yourself,116,4,12,False,True,False,False,False,False,False,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,"depression, self-hatred things to do to improve my thoughts of myself  settings boundaries and self-care as a single parent",19
117,2023-10-31 09:32:00,10.0,the topic was relatable.,"i learned a practical tool, to soften the critical voice (imagine a friend is extending you grace and gives you advice).","i appreciate the short period of time, but i would like to learn more on this topic.",every month,,"monday,,tuesday,,thursday","morning,,lunch","personal development, positive psychology, self-help, teamwork, motivation",pm report,erica,2023-10-30,discovering a positive relationship with yourself,117,5,12,False,True,False,False,False,False,False,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,"the topic was relatable. i learned a practical tool, to soften the critical voice (imagine a friend is extending you grace and gives you advice). i appreciate the short period of time, but i would like to learn more on this topic. personal development, positive psychology, self-help, teamwork, motivation",49
118,2023-10-31 14:31:00,9.0,work on myself,the different steps to do,,every three months,,monday,lunch,,wellfocused,erica,2023-10-30,discovering a positive relationship with yourself,118,6,12,False,False,False,True,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,work on myself the different steps to do,8
119,2023-11-10 09:13:00,10.0,looking for help to decrease stress,methods to help reduce stress,the session was very informative. nothing needs to change,every month,,monday,lunch,,wellfocused,erica,2023-11-09,strategies for stress reduction_ holiday preparation edition,119,0,13,False,True,False,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,looking for help to decrease stress methods to help reduce stress the session was very informative. nothing needs to change,20
120,2023-11-10 10:21:00,9.0,family stress over the holidays,,i would not change anything,every month,,thursday,lunch,,"wellfocused, limeaid",erica,2023-11-09,strategies for stress reduction_ holiday preparation edition,120,1,13,False,True,False,False,False,False,False,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,family stress over the holidays  i would not change anything,10
121,2023-11-10 12:06:00,10.0,help with daily anxiety and seasonal specific,self-soothing suggestions,,every month,,"monday,,tuesday,,thursday,,friday",lunch,daily meditations/affirmations,"pm report, wellfocused",erica,2023-11-09,strategies for stress reduction_ holiday preparation edition,121,2,13,False,True,False,False,False,False,False,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,help with daily anxiety and seasonal specific self-soothing suggestions  daily meditations/affirmations,11
122,2023-11-14 09:03:00,10.0,myself and other members of my family have anxiety and i wanted to know how to help,"the breath work, grounding techniques. validation of difficult experiences through the holidays",,every month,,"monday,,wednesday","lunch,,afternoon",burnout,pm report,erica,2023-11-13,supporting your loved ones with anxiety or depression as the holidays approach,122,0,14,False,True,False,False,False,False,False,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,"myself and other members of my family have anxiety and i wanted to know how to help the breath work, grounding techniques. validation of difficult experiences through the holidays  burnout",30
123,2023-11-14 09:03:00,9.0,family members with depression,coping strategies during holidays,nothing,every month,,"tuesday,,wednesday,,thursday",lunch,adolescent anxiety,"pm report, wellfocused, limeaid",erica,2023-11-13,supporting your loved ones with anxiety or depression as the holidays approach,123,1,14,False,True,False,False,False,False,False,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,family members with depression coping strategies during holidays nothing adolescent anxiety,11
124,2023-11-14 09:10:00,7.0,my brother suffers from anxiety,"some basic do's and don't's, and the explanation of how anxiety manifests itself and what causes it",allow more time for questions! the speaker only saved 2 minutes at the end and that's way too little,every month,,"monday,,wednesday,,friday",lunch,,pm report,erica,2023-11-13,supporting your loved ones with anxiety or depression as the holidays approach,124,2,14,False,True,False,False,False,False,False,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"my brother suffers from anxiety some basic do's and don't's, and the explanation of how anxiety manifests itself and what causes it allow more time for questions! the speaker only saved 2 minutes at the end and that's way too little",41
125,2023-11-14 09:17:00,7.0,interest in subject,good tips for handling stressful annoying family,original email had the wrong link. about 12 of us were sitting in room waiting. finally someone sent us the new link. please check that next time.,every month,,"tuesday,,wednesday,,thursday,,friday",lunch,helping tweens and teens deal with anxiety and stress; financial planning for women,wellfocused,erica,2023-11-13,supporting your loved ones with anxiety or depression as the holidays approach,125,3,14,False,True,False,False,False,False,False,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,interest in subject good tips for handling stressful annoying family original email had the wrong link. about 12 of us were sitting in room waiting. finally someone sent us the new link. please check that next time. helping tweens and teens deal with anxiety and stress; financial planning for women,50
126,2023-11-29 00:00:00,9.0,my father passed around xmas,coping mechanisms offered and rationale for feelings observed,nothing,every month,,"monday,,tuesday,,wednesday,,thursday",lunch,adolescent transitions to college,"pm report, wellfocused, limeaid",erica,2023-11-29,coping with grief during the holidays,126,0,15,False,True,False,False,False,False,False,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,my father passed around xmas coping mechanisms offered and rationale for feelings observed nothing adolescent transitions to college,18
127,2023-11-29 00:00:00,9.0,1 year anniversary of my mother's death,different perspective on grief,nothing,every month,,"wednesday,,thursday,,friday","lunch,,afternoon",,"pm report, wellfocused",erica,2023-11-29,coping with grief during the holidays,127,1,15,False,True,False,False,False,False,False,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1 year anniversary of my mother's death different perspective on grief nothing,12
128,2023-11-29 00:00:00,10.0,recent family death,being open to discuss feelings,nothing,every month,,"monday,,tuesday,,wednesday,,thursday,,friday","morning,,afternoon",how to cope with death from afar,wellfocused,erica,2023-11-29,coping with grief during the holidays,128,2,15,False,True,False,False,False,False,False,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,recent family death being open to discuss feelings nothing how to cope with death from afar,16
129,2023-11-29 00:00:00,10.0,loss of a loved one,presentation of all of the factors influencing grief and reflection questions,nothing,other,depends on the topic,tuesdsay,afternoon,stress on managers in dealing with poor performance of an employee,limeaid,erica,2023-11-29,coping with grief during the holidays,129,3,15,False,False,False,False,False,False,True,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,loss of a loved one presentation of all of the factors influencing grief and reflection questions nothing stress on managers in dealing with poor performance of an employee,28
130,2023-11-29 00:00:00,5.0,knowledge for patients and families,tips on managing holidays in a new way,,every two months,,"wednesday,,thursday,,friday","morning,,lunch",,wellfocused,erica,2023-11-29,coping with grief during the holidays,130,4,15,False,False,False,False,True,False,False,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,knowledge for patients and families tips on managing holidays in a new way,13
131,2023-11-29 00:00:00,10.0,,reflection time,time for comments,every month,,"monday,,tuesday,,friday","lunch,,afternoon",,pm report,erica,2023-11-29,coping with grief during the holidays,131,5,15,False,True,False,False,False,False,False,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,reflection time time for comments,5
132,2023-11-29 00:00:00,,i just lost my loved one last december 23rd,i didn't make it😔. ill look for other scheduled sessions,,every month,,wednesday,lunch,grieving and achieving,wellfocused,erica,2023-11-29,coping with grief during the holidays,132,6,15,False,True,False,False,False,False,False,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,i just lost my loved one last december 23rd i didn't make it😔. ill look for other scheduled sessions  grieving and achieving,22
133,2023-12-06 09:01:00,8.0,stress over holidays,speaker was very knowledgeable,,every month,,,lunch,,pm report,erica,2023-12-05,promoting and enhancing positive mood through the winter months,133,0,16,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,stress over holidays speaker was very knowledgeable,7
134,2023-12-06 09:48:00,8.0,i tend to get the winter blues each year,the meditation opener was a great primer and then learning mindful strategies was helpful!,"nothing, it worked well from every angle. focused and 30 minutes",every month,,tuesdsay,lunch,"maybe creating new habits, more body relaxation techniques",pm report,erica,2023-12-05,promoting and enhancing positive mood through the winter months,134,1,16,False,True,False,False,False,False,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"i tend to get the winter blues each year the meditation opener was a great primer and then learning mindful strategies was helpful! nothing, it worked well from every angle. focused and 30 minutes maybe creating new habits, more body relaxation techniques",42
135,2023-12-06 12:58:00,8.0,"curiosity, stress and health issues",,,every month,,friday,lunch,,wellfocused,erica,2023-12-05,promoting and enhancing positive mood through the winter months,135,2,16,False,True,False,False,False,False,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"curiosity, stress and health issues",5
136,2023-12-13 09:01:00,7.0,general understading of how to deal with conflict,i like the dear man approach.,,every two months,,"monday,,tuesday,,wednesday,,thursday","morning,,lunch",,penn hr,erica,2023-12-12,promoting conflict resolution in preparation for the holidays,136,0,17,False,False,False,False,True,False,False,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,general understading of how to deal with conflict i like the dear man approach.,14
